0967-0262;30;EUROPEAN JOURNAL OF PHYCOLOGY
1973-9087;35;European Journal of Physical and Rehabilitation Medicine
0143-0807;20;EUROPEAN JOURNAL OF PHYSICS
0929-1873;30;EUROPEAN JOURNAL OF PLANT PATHOLOGY
0176-2680;35;European Journal of Political Economy
0304-4130;40;EUROPEAN JOURNAL OF POLITICAL RESEARCH
0168-6577;35;European Journal of Population
2047-4873;30;European Journal of Preventive Cardiology
0932-4739;20;EUROPEAN JOURNAL OF PROTISTOLOGY
0213-6163;15;EUROPEAN JOURNAL OF PSYCHIATRY
1015-5759;30;EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT
1889-1861;30;European Journal of Psychology Applied to Legal Context
0256-2928;25;European Journal of Psychology of Education
1101-1262;35;EUROPEAN JOURNAL OF PUBLIC HEALTH
0720-048X;30;EUROPEAN JOURNAL OF RADIOLOGY
2279-7254;20;European Journal of Remote Sensing
0046-2772;30;EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY
1368-4310;25;European Journal of Social Theory
1369-1457;20;European Journal of Social Work
1164-5563;30;EUROPEAN JOURNAL OF SOIL BIOLOGY
1351-0754;40;EUROPEAN JOURNAL OF SOIL SCIENCE
1746-1391;25;European Journal of Sport Science
0261-9768;25;European Journal of Teacher Education
0967-2567;20;European Journal of the History of Economic Thought
1567-7133;20;European Journal of Transport and Infrastructure Research
1863-9933;15;European Journal of Trauma and Emergency Surgery
1078-5884;35;EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY
1612-4642;25;EUROPEAN JOURNAL OF WILDLIFE RESEARCH
1350-5068;30;EUROPEAN JOURNAL OF WOMENS STUDIES
0018-3768;30;European Journal of Wood and Wood Products
1359-432X;35;European Journal of Work and Organizational Psychology
0928-1371;20;European Journal on Criminal Policy and Research
1351-5993;25;European Law Journal
0307-5400;20;European Law Review
0263-2373;25;European Management Journal
1740-4754;25;European Management Review
0014-3022;20;EUROPEAN NEUROLOGY
0924-977X;40;EUROPEAN NEUROPSYCHOPHARMACOLOGY
1356-336X;30;European Physical Education Review
1434-6001;30;EUROPEAN PHYSICAL JOURNAL A
1434-6028;25;EUROPEAN PHYSICAL JOURNAL B
1434-6044;40;EUROPEAN PHYSICAL JOURNAL C
1434-6060;25;EUROPEAN PHYSICAL JOURNAL D
1292-8941;30;EUROPEAN PHYSICAL JOURNAL E
2102-6459;40;European Physical Journal H
2190-5444;30;European Physical Journal Plus
1286-0042;20;EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS
1951-6355;30;European Physical Journal-Special Topics
0965-4313;25;EUROPEAN PLANNING STUDIES
1680-4333;20;European Political Science
1755-7739;35;European Political Science Review
0014-3057;35;EUROPEAN POLYMER JOURNAL
0924-9338;35;EUROPEAN PSYCHIATRY
1016-9040;30;EUROPEAN PSYCHOLOGIST
0938-7994;40;EUROPEAN RADIOLOGY
0903-1936;45;EUROPEAN RESPIRATORY JOURNAL
1062-7987;15;European Review
1128-3602;20;European Review for Medical and Pharmacological Sciences
1813-7253;20;European Review of Aging and Physical Activity
0165-1587;40;EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS
1162-9088;25;European Review of Applied Psychology/ Revue Européenne de Psychologie Appliquée
1361-4916;40;European Review of Economic History
1046-3283;45;European Review of Social Psychology
1461-6696;25;EUROPEAN SOCIETIES
0266-7215;45;EUROPEAN SOCIOLOGICAL REVIEW
0940-6719;30;EUROPEAN SPINE JOURNAL
1618-4742;20;European Sport Management Quarterly
1682-8631;15;European Surgery-Acta Chirurgica Austriaca
0014-312X;25;EUROPEAN SURGICAL RESEARCH
1430-144X;20;EUROPEAN TRANSACTIONS ON ELECTRICAL POWER
1124-318X;25;EUROPEAN TRANSACTIONS ON TELECOMMUNICATIONS
1465-1165;40;EUROPEAN UNION POLITICS
0969-7764;35;EUROPEAN URBAN AND REGIONAL STUDIES
0302-2838;50;EUROPEAN UROLOGY
1569-9056;25;EUROPEAN UROLOGY SUPPLEMENTS
0966-8136;25;EUROPE-ASIA STUDIES
1560-7917;40;Eurosurveillance
0163-2787;30;EVALUATION & THE HEALTH PROFESSIONS
0149-7189;30;EVALUATION AND PROGRAM PLANNING
0193-841X;30;EVALUATION REVIEW
1744-2648;30;Evidence & Policy
1741-427X;30;Evidence-based Complementary and Alternative Medicine
2041-9139;35;EvoDevo
0014-3820;40;EVOLUTION
1520-541X;25;EVOLUTION & DEVELOPMENT
1090-5138;40;EVOLUTION AND HUMAN BEHAVIOR
0014-3855;15;EVOLUTION PSYCHIATRIQUE
1060-1538;50;EVOLUTIONARY ANTHROPOLOGY
1752-4571;35;Evolutionary Applications
1176-9343;25;Evolutionary Bioinformatics
0071-3260;30;Evolutionary Biology
1063-6560;45;EVOLUTIONARY COMPUTATION
0269-7653;25;EVOLUTIONARY ECOLOGY
1522-0613;15;EVOLUTIONARY ECOLOGY RESEARCH
1474-7049;20;Evolutionary Psychology
0014-4029;50;EXCEPTIONAL CHILDREN
0936-2835;25;Exceptionality
1611-2156;25;EXCLI Journal
0091-6331;45;EXERCISE AND SPORT SCIENCES REVIEWS
1077-5552;45;EXERCISE IMMUNOLOGY REVIEW
1205-6626;15;Experimental & Clinical Cardiology
0361-073X;20;EXPERIMENTAL AGING RESEARCH
0014-4797;30;EXPERIMENTAL AGRICULTURE
0168-8162;35;EXPERIMENTAL AND APPLIED ACAROLOGY
0947-7349;15;EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES
1064-1297;30;EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY
1304-0855;15;Experimental and Clinical Transplantation
1226-3613;35;EXPERIMENTAL AND MOLECULAR MEDICINE
0014-4800;30;EXPERIMENTAL AND MOLECULAR PATHOLOGY
1792-0981;15;Experimental and Therapeutic Medicine
0940-2993;25;EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY
1341-1357;30;EXPERIMENTAL ANIMALS
0922-6435;30;EXPERIMENTAL ASTRONOMY
1535-3702;30;EXPERIMENTAL BIOLOGY AND MEDICINE
0014-4819;25;Experimental Brain Research
0014-4827;30;EXPERIMENTAL CELL RESEARCH
0906-6705;40;EXPERIMENTAL DERMATOLOGY
1687-5214;35;Experimental Diabetes Research
1386-4157;45;EXPERIMENTAL ECONOMICS
0014-4835;40;EXPERIMENTAL EYE RESEARCH
0531-5565;35;EXPERIMENTAL GERONTOLOGY
0891-6152;25;EXPERIMENTAL HEAT TRANSFER
0301-472X;30;EXPERIMENTAL HEMATOLOGY
0190-2148;20;EXPERIMENTAL LUNG RESEARCH
1058-6458;30;EXPERIMENTAL MATHEMATICS
0014-4851;35;EXPERIMENTAL MECHANICS
0014-4886;35;EXPERIMENTAL NEUROLOGY
0014-4894;25;EXPERIMENTAL PARASITOLOGY
0958-0670;30;EXPERIMENTAL PHYSIOLOGY
1618-3169;25;EXPERIMENTAL PSYCHOLOGY
0732-8818;20;EXPERIMENTAL TECHNIQUES
0894-1777;35;EXPERIMENTAL THERMAL AND FLUID SCIENCE
0723-4864;40;EXPERIMENTS IN FLUIDS
1471-2598;30;EXPERT OPINION ON BIOLOGICAL THERAPY
1742-5247;45;Expert Opinion on Drug Delivery
1746-0441;35;Expert Opinion on Drug Discovery
1742-5255;30;Expert Opinion on Drug Metabolism & Toxicology
1474-0338;30;Expert Opinion On Drug Safety
1472-8214;25;EXPERT OPINION ON EMERGING DRUGS
1354-3784;40;EXPERT OPINION ON INVESTIGATIONAL DRUGS
1465-6566;30;EXPERT OPINION ON PHARMACOTHERAPY
1354-3776;35;EXPERT OPINION ON THERAPEUTIC PATENTS
1472-8222;40;EXPERT OPINION ON THERAPEUTIC TARGETS
1473-7140;20;Expert Review of Anticancer Therapy
1478-7210;35;Expert Review of Anti-Infective Therapy
1744-666X;25;Expert Review of Clinical Immunology
1747-4124;25;Expert Review of Gastroenterology & Hepatology
1747-4086;20;Expert Review of Hematology
1743-4440;30;Expert Review of Medical Devices
1473-7159;35;EXPERT REVIEW OF MOLECULAR DIAGNOSTICS
1473-7175;30;Expert Review of Neurotherapeutics
1473-7167;25;Expert Review of Pharmacoeconomics & Outcomes Research
1478-9450;35;Expert Review of Proteomics
1747-6348;20;Expert Review of Respiratory Medicine
1476-0584;35;Expert Review of Vaccines
1462-3994;40;EXPERT REVIEWS IN MOLECULAR MEDICINE
0266-4720;25;EXPERT SYSTEMS
0957-4174;35;EXPERT SYSTEMS WITH APPLICATIONS
0812-3985;20;Exploration Geophysics
0014-4983;35;EXPLORATIONS IN ECONOMIC HISTORY
1550-8307;25;Explore-The Journal of Science and Healing
0723-0869;35;EXPOSITIONES MATHEMATICAE
1788-618X;35;Express Polymer Letters
1386-1999;30;Extremes
1431-0651;25;EXTREMOPHILES
0950-222X;30;EYE
1542-2321;25;Eye & Contact Lens-Science and Clinical Practice
0736-6825;20;FACIAL PLASTIC SURGERY
1064-7406;20;Facial Plastic Surgery Clinics of North America
0172-9179;35;FACIES
1389-9600;20;Familial Cancer
1044-3894;15;Families In Society-The Journal of Contemporary Social Services
1091-7527;25;Families Systems & Health
0160-6379;20;FAMILY & COMMUNITY HEALTH
0894-4865;40;Family Business Review
0014-729X;20;FAMILY LAW QUARTERLY
0742-3225;25;FAMILY MEDICINE
0263-2136;40;FAMILY PRACTICE
0014-7370;35;FAMILY PROCESS
0197-6664;35;FAMILY RELATIONS
1359-6640;35;FARADAY DISCUSSIONS
0014-8237;15;FARMACIA
0892-6638;40;FASEB JOURNAL
8756-758X;30;FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES
1742-464X;30;FEBS Journal
0014-5793;30;FEBS LETTERS
0014-9187;25;FEDERAL RESERVE BANK OF ST LOUIS REVIEW
0959-3535;30;FEMINISM & PSYCHOLOGY
1557-0851;25;Feminist Criminology
1354-5701;35;FEMINIST ECONOMICS
0966-3622;30;Feminist Legal Studies
0141-7789;25;FEMINIST REVIEW
0046-3663;20;FEMINIST STUDIES
1464-7001;30;Feminist Theory
0723-5186;15;Feministische Studien
0928-8244;25;FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY
0168-6496;35;FEMS MICROBIOLOGY ECOLOGY
0378-1097;25;FEMS MICROBIOLOGY LETTERS
0168-6445;45;FEMS MICROBIOLOGY REVIEWS
1567-1356;30;FEMS YEAST RESEARCH
0015-0193;15;FERROELECTRICS
0731-5171;15;FERROELECTRICS LETTERS SECTION
0015-0282;45;FERTILITY AND STERILITY
1551-3815;15;Fetal and Pediatric Pathology
1015-3837;30;FETAL DIAGNOSIS AND THERAPY
0181-9801;15;Feuillets de Radiologie
0177-7963;25;FEW-BODY SYSTEMS
0146-8030;15;FIBER AND INTEGRATED OPTICS
1229-9197;30;FIBERS AND POLYMERS
0015-0541;15;FIBRE CHEMISTRY
1230-3666;30;FIBRES & TEXTILES IN EASTERN EUROPE
0378-4290;40;FIELD CROPS RESEARCH
1525-822X;35;Field Methods
0354-5180;25;Filomat
0235-7186;15;Filosofija-Sociologija
0015-1882;15;FILTRATION & SEPARATION
0015-1920;15;FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE
0949-2984;35;FINANCE AND STOCHASTICS
1544-6123;15;Finance Research Letters
0015-198X;25;FINANCIAL ANALYSTS JOURNAL
0046-3892;35;FINANCIAL MANAGEMENT
0015-2218;15;FinanzArchiv
0168-874X;40;FINITE ELEMENTS IN ANALYSIS AND DESIGN
1071-5797;40;FINITE FIELDS AND THEIR APPLICATIONS
0308-0501;30;FIRE AND MATERIALS
1933-9747;30;Fire Ecology
0379-7112;35;FIRE SAFETY JOURNAL
0015-2684;25;FIRE TECHNOLOGY
0143-5671;20;FISCAL STUDIES
1050-4648;40;FISH & SHELLFISH IMMUNOLOGY
1467-2960;50;FISH AND FISHERIES
0388-788X;20;FISH PATHOLOGY
0920-1742;20;FISH PHYSIOLOGY AND BIOCHEMISTRY
0363-2415;45;FISHERIES
0969-997X;25;FISHERIES MANAGEMENT AND ECOLOGY
1054-6006;40;FISHERIES OCEANOGRAPHY
0165-7836;35;FISHERIES RESEARCH
0919-9268;20;FISHERIES SCIENCE
0090-0656;30;FISHERY BULLETIN
0367-326X;30;FITOTERAPIA
1583-5022;35;Fixed Point Theory
1687-1812;45;Fixed Point Theory and Applications
0882-5734;30;FLAVOUR AND FRAGRANCE JOURNAL
0015-363X;15;FLEISCHWIRTSCHAFT
1936-6582;30;Flexible Services and Manufacturing Journal
0367-2530;25;FLORA
0015-4040;25;FLORIDA ENTOMOLOGIST
0955-5986;30;FLOW MEASUREMENT AND INSTRUMENTATION
1386-6184;30;FLOW TURBULENCE AND COMBUSTION
0219-4775;15;FLUCTUATION AND NOISE LETTERS
0015-4628;15;Fluid Dynamics
0169-5983;20;FLUID DYNAMICS RESEARCH
0378-3812;30;FLUID PHASE EQUILIBRIA
0015-4725;20;FLUORIDE
1933-6934;20;FLY
1088-3576;30;Focus on Autism and Other Developmental Disabilities
0015-5500;20;FOLIA BIOLOGICA
0015-5497;20;FOLIA BIOLOGICA-KRAKOW
1211-9520;25;FOLIA GEOBOTANICA
0239-8508;15;FOLIA HISTOCHEMICA ET CYTOBIOLOGICA
0165-4004;25;FOLIA LINGUISTICA
0168-647X;20;FOLIA LINGUISTICA HISTORICA
0015-5632;15;FOLIA MICROBIOLOGICA
0015-5659;15;FOLIA MORPHOLOGICA
1641-4640;20;FOLIA NEUROPATHOLOGICA
0015-5683;25;FOLIA PARASITOLOGICA
1021-7762;25;Folia Phoniatrica et Logopaedica
0015-5713;25;FOLIA PRIMATOLOGICA
0139-7893;20;FOLIA ZOOLOGICA
2042-6496;30;Food & Function
1654-6628;30;Food & Nutrition Research
1939-3210;20;Food Additives & Contaminants Part B-Surveillance
1944-0049;30;Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment
1936-9751;30;Food Analytical Methods
0954-0105;20;FOOD AND AGRICULTURAL IMMUNOLOGY
1935-5130;50;Food and Bioprocess Technology
0960-3085;35;FOOD AND BIOPRODUCTS PROCESSING
0278-6915;40;FOOD AND CHEMICAL TOXICOLOGY
1064-590X;15;FOOD AND DRUG LAW JOURNAL
1867-0334;25;Food and Environmental Virology
0379-5721;30;FOOD AND NUTRITION BULLETIN
1557-1858;30;Food Biophysics
0890-5436;20;FOOD BIOTECHNOLOGY
0308-8146;40;FOOD CHEMISTRY
0956-7135;40;FOOD CONTROL
1552-8014;20;Food Culture & Society
1866-7910;45;Food Engineering Reviews
0268-005X;45;FOOD HYDROCOLLOIDS
0015-6426;15;Food Hygiene and Safety Science
0740-0020;40;FOOD MICROBIOLOGY
0306-9192;40;FOOD POLICY
0950-3293;40;FOOD QUALITY AND PREFERENCE
0963-9969;40;FOOD RESEARCH INTERNATIONAL
8755-9129;30;FOOD REVIEWS INTERNATIONAL
1226-7708;20;FOOD SCIENCE AND BIOTECHNOLOGY
1082-0132;25;FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL
1344-6606;20;FOOD SCIENCE AND TECHNOLOGY RESEARCH
1876-4517;30;Food Security
0015-6639;20;FOOD TECHNOLOGY
1330-9862;25;FOOD TECHNOLOGY AND BIOTECHNOLOGY
1535-3141;30;Foodborne Pathogens and Disease
1071-1007;30;FOOT & ANKLE INTERNATIONAL
1083-7515;20;Foot and Ankle Clinics
0015-6914;20;FORBES
0015-704X;30;FORDHAM LAW REVIEW
0015-7120;45;FOREIGN AFFAIRS
0015-718X;30;FOREIGN LANGUAGE ANNALS
1743-8586;25;Foreign Policy Analysis
0379-0738;40;FORENSIC SCIENCE INTERNATIONAL
1872-4973;45;Forensic Science International-Genetics
1547-769X;35;Forensic Science Medicine and Pathology
1860-8965;35;Forensic Toxicology
0378-1127;45;FOREST ECOLOGY AND MANAGEMENT
1437-4781;30;FOREST PATHOLOGY
1389-9341;40;FOREST POLICY AND ECONOMICS
0015-7473;25;FOREST PRODUCTS JOURNAL
0015-749X;35;FOREST SCIENCE
2171-5068;25;Forest Systems
0015-752X;40;FORESTRY
0015-7546;25;FORESTRY CHRONICLE
1999-4907;30;Forests
0950-1746;15;FORKTAIL
0934-5043;20;FORMAL ASPECTS OF COMPUTING
0925-9856;25;FORMAL METHODS IN SYSTEM DESIGN
1082-801X;15;FORMULARY
1021-7096;25;FORSCHENDE KOMPLEMENTARMEDIZIN
0015-7899;15;FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH
0720-4299;15;FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE
0015-8208;35;FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS
0015-8259;15;FORTUNE
0178-7667;20;FORUM DER PSYCHOANALYSE
0933-7741;30;FORUM MATHEMATICUM
2194-6183;15;Forum-A Journal of Applied Research in Contemporary Politics
1435-1943;0;Fossil Record
1802-5439;30;Fottea
1615-3375;50;FOUNDATIONS OF COMPUTATIONAL MATHEMATICS
0015-9018;25;FOUNDATIONS OF PHYSICS
0429-2766;20;Fourrages
0218-348X;25;FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY
1311-0454;45;Fractional Calculus and Applied Analysis
0891-5849;40;FREE RADICAL BIOLOGY AND MEDICINE
1071-5762;25;FREE RADICAL RESEARCH
0957-1558;15;French Cultural Studies
0269-1191;25;French History
0016-1136;15;FREQUENZ
1018-4619;15;FRESENIUS ENVIRONMENTAL BULLETIN
0046-5070;45;FRESHWATER BIOLOGY
2161-9549;30;Freshwater Science
1663-4365;40;Frontiers in Aging Neuroscience
1662-5153;40;Frontiers in Behavioral Neuroscience
1093-9946;30;Frontiers in Bioscience-Landmark
2235-2988;40;Frontiers in Cellular and Infection Microbiology
1662-5102;35;Frontiers in Cellular Neuroscience
1662-5188;30;Frontiers in Computational Neuroscience
1540-9295;50;FRONTIERS IN ECOLOGY AND THE ENVIRONMENT
1662-5161;35;Frontiers in Human Neuroscience
2155-3769;25;Frontiers in Life Science
1664-302X;35;Frontiers in Microbiology
1662-5110;35;Frontiers in Neural Circuits
1662-5129;40;Frontiers in Neuroanatomy
0091-3022;45;FRONTIERS IN NEUROENDOCRINOLOGY
1664-462X;40;Frontiers in Plant Science
1664-1078;35;Frontiers in Psychology
1742-9994;50;Frontiers in Zoology
2095-2228;15;Frontiers of Computer Science
2095-0195;15;Frontiers of Earth Science
2095-2201;20;Frontiers of Environmental Science & Engineering
0301-3073;25;Frontiers of Hormone Research
1673-3452;25;Frontiers of Mathematics in China
2095-0462;35;Frontiers of Physics
0160-9009;15;FRONTIERS-A JOURNAL OF WOMEN STUDIES
0248-1294;30;Fruits
0016-2361;40;FUEL
1615-6846;30;Fuel Cells
0378-3820;40;FUEL PROCESSING TECHNOLOGY
0016-2523;15;FUJITSU SCIENTIFIC & TECHNICAL JOURNAL
1536-383X;15;FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES
1438-793X;30;FUNCTIONAL & INTEGRATIVE GENOMICS
0016-2663;20;FUNCTIONAL ANALYSIS AND ITS APPLICATIONS
0269-8463;40;FUNCTIONAL ECOLOGY
1793-6047;25;Functional Materials Letters
0393-5264;15;FUNCTIONAL NEUROLOGY
1445-4408;35;FUNCTIONAL PLANT BIOLOGY
0929-998X;30;Functions of Language
0169-2968;20;FUNDAMENTA INFORMATICAE
0016-2736;25;FUNDAMENTA MATHEMATICAE
0767-3981;25;FUNDAMENTAL & CLINICAL PHARMACOLOGY
1863-9135;25;Fundamental and Applied Limnology
1878-6146;30;Fungal Biology
1560-2745;45;FUNGAL DIVERSITY
1754-5048;35;Fungal Ecology
1087-1845;35;FUNGAL GENETICS AND BIOLOGY
0532-8721;20;Funkcialaj Ekvacioj-Serio Internacia
0920-3796;30;FUSION ENGINEERING AND DESIGN
1536-1055;20;FUSION SCIENCE AND TECHNOLOGY
0167-739X;40;Future Generation Computer Systems-The International Journal of eScience
1756-8919;40;Future Medicinal Chemistry
1746-0913;35;Future Microbiology
1054-8289;50;FUTURE OF CHILDREN
1479-6694;30;Future Oncology
1746-0794;15;Future Virology
0016-3287;25;FUTURES
0016-3317;15;FUTURIST
1568-4539;35;Fuzzy Optimization and Decision Making
0165-0114;40;FUZZY SETS AND SYSTEMS
2160-1836;30;G3-Genes Genomes Genetics
0016-3813;15;Gaceta Medica de Mexico
0213-9111;20;Gaceta Sanitaria
0940-5550;20;GAIA-Ecological Perspectives for Science and Society
0966-6362;35;GAIT & POSTURE
1555-4120;35;Games and Culture
0899-8256;30;GAMES AND ECONOMIC BEHAVIOR
1436-3291;40;Gastric Cancer
0210-5705;15;Gastroenterologia y Hepatologia
0016-5085;50;GASTROENTEROLOGY
0889-8553;25;GASTROENTEROLOGY CLINICS OF NORTH AMERICA
1042-895X;20;Gastroenterology Nursing
1687-6121;20;Gastroenterology Research and Practice
0016-5107;40;GASTROINTESTINAL ENDOSCOPY
0717-6538;15;GAYANA
0717-6643;15;GAYANA BOTANICA
0016-5751;15;GEBURTSHILFE UND FRAUENHEILKUNDE
0921-5077;20;Gedrag & Organisatie
0949-8036;15;GEFAHRSTOFFE REINHALTUNG DER LUFT
0234-5730;15;GEMATOLOGIYA I TRANSFUZIOLOGIYA
0016-626X;15;GEMS & GEMOLOGY
0891-2432;50;GENDER & SOCIETY
0954-0253;25;GENDER AND EDUCATION
1747-6321;20;Gender and Language
1550-8579;35;Gender Medicine
0966-369X;35;Gender Place and Culture
0968-6673;35;GENDER WORK AND ORGANIZATION
0378-1119;20;GENE
1052-2166;25;GENE EXPRESSION
1567-133X;20;GENE EXPRESSION PATTERNS
0969-7128;35;GENE THERAPY
1529-9120;15;Gene Therapy and Molecular Biology
0016-6480;25;GENERAL AND COMPARATIVE ENDOCRINOLOGY
0163-8343;35;GENERAL HOSPITAL PSYCHIATRY
0231-5882;15;GENERAL PHYSIOLOGY AND BIOPHYSICS
0001-7701;30;GENERAL RELATIVITY AND GRAVITATION
0738-7806;15;GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING
0890-9369;45;GENES & DEVELOPMENT
1341-7568;15;GENES & GENETIC SYSTEMS
1976-9571;15;Genes & Genomics
1466-4879;30;GENES AND IMMUNITY
1555-8932;30;Genes and Nutrition
1601-1848;35;GENES BRAIN AND BEHAVIOR
1045-2257;35;GENES CHROMOSOMES & CANCER
1356-9597;25;GENES TO CELLS
1526-968X;0;GENESIS
1015-8146;15;GENETIC COUNSELING
0741-0395;35;GENETIC EPIDEMIOLOGY
1389-2576;30;Genetic Programming and Evolvable Machines
0925-9864;30;GENETIC RESOURCES AND CROP EVOLUTION
1945-0265;15;Genetic Testing and Molecular Biomarkers
0016-6707;20;GENETICA
1943-2631;0;GENETICS
1415-4757;15;GENETICS AND MOLECULAR BIOLOGY
1676-5680;15;GENETICS AND MOLECULAR RESEARCH
1098-3600;40;GENETICS IN MEDICINE
0016-6723;20;Genetics Research
0999-193X;45;GENETICS SELECTION EVOLUTION
0534-0012;15;Genetika-Belgrade
1018-5895;15;GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE
1554-964X;20;Geneva Risk and Insurance Review
0831-2796;20;GENOME
1465-6906;50;GENOME BIOLOGY
1759-6653;35;Genome Biology and Evolution
1756-994X;40;Genome Medicine
1088-9051;50;GENOME RESEARCH
0888-7543;30;GENOMICS
1025-6059;25;GeoArabia
0883-6353;20;GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL
1472-4677;40;Geobiology
0016-6995;25;GEOBIOS
1010-6049;20;Geocarto International
0016-7002;20;GEOCHEMICAL JOURNAL
2223-7755;45;Geochemical Perspectives
1467-4866;35;GEOCHEMICAL TRANSACTIONS
1525-2027;35;GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS
0016-7029;15;GEOCHEMISTRY INTERNATIONAL
1467-7873;25;GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS
0016-7037;45;GEOCHIMICA ET COSMOCHIMICA ACTA
1733-8387;0;Geochronometria
0016-7061;45;GEODERMA
0351-0271;15;Geodetski Vestnik
0985-3111;20;GEODINAMICA ACTA
1280-9659;25;GEODIVERSITAS
0016-7169;15;Geofisica Internacional
0352-3659;15;Geofizika
1468-8115;35;GEOFLUIDS
0016-7185;40;GEOFORUM
0391-9838;15;Geografia Fisica e Dinamica Quaternaria
1212-0014;15;Geografie
0016-7223;25;Geografisk Tidsskrift-Danish Journal of Geography
0435-3676;25;GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY
0435-3684;25;GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY
0016-7363;30;GEOGRAPHICAL ANALYSIS
0016-7398;35;GEOGRAPHICAL JOURNAL
1745-5863;25;Geographical Research
0016-7428;20;GEOGRAPHICAL REVIEW
0016-7487;15;GEOGRAPHY
1867-2477;25;Geoheritage
1384-6175;25;GEOINFORMATICA
1330-030X;15;GEOLOGIA CROATICA
1695-6133;30;GEOLOGICA ACTA
1374-8505;25;GEOLOGICA BELGICA
1335-0552;20;GEOLOGICA CARPATHICA
0072-1050;30;GEOLOGICAL JOURNAL
0016-7568;30;GEOLOGICAL MAGAZINE
1641-7291;20;GEOLOGICAL QUARTERLY
0016-7606;45;GEOLOGICAL SOCIETY OF AMERICA BULLETIN
1604-8156;15;GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN
0091-7613;50;GEOLOGY
1075-7015;15;GEOLOGY OF ORE DEPOSITS
0016-7932;15;GEOMAGNETISM AND AERONOMY
0276-0460;30;GEO-MARINE LETTERS
1947-5705;25;Geomatics Natural Hazards & Risk
2005-307X;20;Geomechanics and Engineering
0046-5755;20;GEOMETRIAE DEDICATA
1016-443X;45;GEOMETRIC AND FUNCTIONAL ANALYSIS
1465-3060;45;GEOMETRY & TOPOLOGY
0149-0451;30;GEOMICROBIOLOGY JOURNAL
1266-5304;15;Geomorphologie-Relief Processus Environnement
0169-555X;35;GEOMORPHOLOGY
0309-1929;20;GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS
0956-540X;35;GEOPHYSICAL JOURNAL INTERNATIONAL
0016-8025;25;GEOPHYSICAL PROSPECTING
0094-8276;40;GEOPHYSICAL RESEARCH LETTERS
0016-8033;25;GEOPHYSICS
1465-0045;30;Geopolitics
0016-8076;30;GEORGE WASHINGTON LAW REVIEW
0016-8092;45;GEORGETOWN LAW JOURNAL
1072-947X;15;Georgian Mathematical Journal
0315-0941;15;GEOSCIENCE CANADA
1226-4806;15;GEOSCIENCES JOURNAL
1991-959X;45;Geoscientific Model Development
1827-1987;25;Geospatial Health
1553-040X;35;Geosphere
1639-4488;35;GEOSTANDARDS AND GEOANALYTICAL RESEARCH
1072-6349;25;GEOSYNTHETICS INTERNATIONAL
0149-6115;20;GEOTECHNICAL TESTING JOURNAL
0016-8505;35;GEOTECHNIQUE
2049-825X;25;Geotechnique Letters
0016-8521;20;GEOTECTONICS
0266-1144;40;GEOTEXTILES AND GEOMEMBRANES
0375-6505;35;GEOTHERMICS
0197-4572;25;GERIATRIC NURSING
1444-1586;25;Geriatrics & Gerontology International
2115-8789;15;Geriatrie et Psychologie Neuropsychiatrie de Vieillissement
1465-6485;25;German Economic Review
0266-3554;35;German History
0002-1121;15;German Journal of Agricultural Economics
0964-4008;20;German Politics
0149-7952;15;GERMAN STUDIES REVIEW
0734-0664;25;GERODONTOLOGY
0016-9013;40;GERONTOLOGIST
0304-324X;30;GERONTOLOGY
1405-1079;15;Gestion y Politica Publica
1568-1475;35;Gesture
0367-4223;15;Gesunde Pflanzen
0941-3790;15;GESUNDHEITSWESEN
1103-5897;25;GFF
0016-9862;25;GIFTED CHILD QUARTERLY
0017-0011;15;Ginekologia Polska
0392-0488;15;GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA
1548-1603;30;GIScience & Remote Sensing
